study,year,location,state,site_altitude,region,fungicide,inc_mean_check,inc_mean,yld_mean_check,yld_mean,yld_mse,yld_sd,design
49,2015/2016,Montividiu,GO,921,North,FLUO-2,36.25,1.75,3362.93,3783.7,62701.1,667.625449,1
49,2015/2016,Montividiu,GO,921,North,FLUZ-2,36.25,2.75,3362.93,3884.94,62701.1,378.0068184,1
49,2015/2016,Montividiu,GO,921,North,PROCY-2,36.25,4.13,3362.93,3806.55,62701.1,128.2578084,1
50,2015/2016,Montividiu,GO,921,North,AACHECK-0,50.92,50.92,2539.56,2539.56,229754.7,87.49388973,1
50,2015/2016,Montividiu,GO,921,North,DIMO+BOSC-2,50.92,16.41,2539.56,3714.18,229754.7,367.1390987,1
50,2015/2016,Montividiu,GO,921,North,FLUO-2,50.92,10.5,2539.56,3615.51,229754.7,867.5699133,1
50,2015/2016,Montividiu,GO,921,North,FLUZ-2,50.92,10.42,2539.56,3759.36,229754.7,558.0090779,1
50,2015/2016,Montividiu,GO,921,North,PROCY-2,50.92,8.54,2539.56,3632.98,229754.7,829.9816824,1
51,2015/2016,Silvânia,GO,1050,North,AACHECK-0,30.98,30.98,1667.3,1667.3,65005.33,459.7269261,1
51,2015/2016,Silvânia,GO,1050,North,DIMO+BOSC-2,30.98,14.4,1667.3,2655.06,65005.33,168.908571,1
51,2015/2016,Silvânia,GO,1050,North,FLUO-2,30.98,13.75,1667.3,2486.77,65005.33,115.9583539,1
51,2015/2016,Silvânia,GO,1050,North,FLUZ-2,30.98,12.53,1667.3,2870.51,65005.33,362.5607881,1
51,2015/2016,Silvânia,GO,1050,North,PROCY-2,30.98,16.28,1667.3,2247.01,65005.33,209.9989193,1
52,2015/2016,Silvânia,GO,1050,North,AACHECK-0,27.23,27.23,1720.44,1720.44,63203.05,153.2521349,1
52,2015/2016,Silvânia,GO,1050,North,DIMO+BOSC-2,27.23,11.88,1720.44,2457.52,63203.05,302.7155116,1
52,2015/2016,Silvânia,GO,1050,North,FLUO-2,27.23,12.2,1720.44,2575.09,63203.05,255.4516678,1
52,2015/2016,Silvânia,GO,1050,North,FLUZ-2,27.23,10.95,1720.44,2516.96,63203.05,124.4595123,1
52,2015/2016,Silvânia,GO,1050,North,PROCY-2,27.23,14.55,1720.44,2319.77,63203.05,317.3275329,1
53,2015/2016,Uberlândia,MG,863,North,AACHECK-0,17.5,17.5,2738.75,2738.75,66956.28,177.218086,1
53,2015/2016,Uberlândia,MG,863,North,DIMO+BOSC-2,17.5,2.75,2738.75,2776.25,66956.28,208.3416665,1
53,2015/2016,Uberlândia,MG,863,North,FLUO-2,17.5,1.25,2738.75,2968.75,66956.28,295.6736658,1
53,2015/2016,Uberlândia,MG,863,North,FLUZ-2,17.5,0.5,2738.75,3045,66956.28,136.2595562,1
53,2015/2016,Uberlândia,MG,863,North,PROCY-2,17.5,2.5,2738.75,2928.75,66956.28,314.2309205,1
54,2015/2016,Barreiras,BA,454,North,AACHECK-0,29.29,29.29,2375.6,2375.6,33058.13,83.12130577,1
54,2015/2016,Barreiras,BA,454,North,DIMO+BOSC-2,29.29,2.45,2375.6,2559.34,33058.13,156.0923668,1
54,2015/2016,Barreiras,BA,454,North,FLUO-2,29.29,0.26,2375.6,2635.83,33058.13,141.9545845,1
54,2015/2016,Barreiras,BA,454,North,FLUZ-2,29.29,7.01,2375.6,2610.8,33058.13,116.5166187,1
54,2015/2016,Barreiras,BA,454,North,PROCY-2,29.29,7.32,2375.6,2410.85,33058.13,283.4309183,1
55,2015/2016,Júlio de  Castilhos,RS,513,South,AACHECK-0,28.75,28.75,3255.14,3255.14,157323.53,186.5159857,1
55,2015/2016,Júlio de  Castilhos,RS,513,South,DIMO+BOSC-2,28.75,11.25,3255.14,3754.89,157323.53,357.3756888,1
55,2015/2016,Júlio de  Castilhos,RS,513,South,FLUO-2,28.75,5.63,3255.14,4026.28,157323.53,255.6894112,1
55,2015/2016,Júlio de  Castilhos,RS,513,South,FLUZ-2,28.75,15.63,3255.14,4014.07,157323.53,26.09218695,1
55,2015/2016,Júlio de  Castilhos,RS,513,South,PROCY-2,28.75,16.25,3255.14,3577.54,157323.53,253.5530323,1
56,2015/2016,Júlio de  Castilhos,RS,513,South,AACHECK-0,41.25,41.25,3434.39,3434.39,47108.99,253.8205663,1
56,2015/2016,Júlio de  Castilhos,RS,513,South,DIMO+BOSC-2,41.25,6.25,3434.39,3702.35,47108.99,153.3543743,1
56,2015/2016,Júlio de  Castilhos,RS,513,South,FLUO-2,41.25,5.63,3434.39,3621.14,47108.99,218.9410818,1
56,2015/2016,Júlio de  Castilhos,RS,513,South,FLUZ-2,41.25,7.5,3434.39,3771.38,47108.99,240.80468,1
56,2015/2016,Júlio de  Castilhos,RS,513,South,PROCY-2,41.25,10.31,3434.39,3693.47,47108.99,210.9106734,1
57,2015/2016,Mauá da Serra,PR,909,South,AACHECK-0,23.44,23.44,2868.09,2868.09,60708.08,248.6290109,1
57,2015/2016,Mauá da Serra,PR,909,South,DIMO+BOSC-2,23.44,3.13,2868.09,3400.12,60708.08,440.0162414,1
57,2015/2016,Mauá da Serra,PR,909,South,FLUO-2,23.44,3.44,2868.09,3226.18,60708.08,258.4817286,1
57,2015/2016,Mauá da Serra,PR,909,South,FLUZ-2,23.44,9.69,2868.09,3350.2,60708.08,580.0778933,1
57,2015/2016,Mauá da Serra,PR,909,South,PROCY-2,23.44,10.94,2868.09,3265.72,60708.08,391.3588951,1
58,2015/2016,Faxinal,PR,820,South,AACHECK-0,13.13,13.13,4078.66,4078.66,217894.5,586.5698562,1
58,2015/2016,Faxinal,PR,820,South,DIMO+BOSC-2,13.13,1.56,4078.66,4456.51,217894.5,804.0066027,1
58,2015/2016,Faxinal,PR,820,South,FLUO-2,13.13,0.5,4078.66,4424.58,217894.5,452.8863103,1
58,2015/2016,Faxinal,PR,820,South,FLUZ-2,13.13,2.5,4078.66,4681.59,217894.5,310.3782707,1
58,2015/2016,Faxinal,PR,820,South,PROCY-2,13.13,3.75,4078.66,4626.2,217894.5,410.9096569,1
59,2016/2017,Ponta Grossa,PR,1021,South,AACHECK-0,3.75,3.75,4488.05,4488.05,142638.92,524.8750957,1
59,2016/2017,Ponta Grossa,PR,1021,South,DIMO+BOSC-2,3.75,0.25,4488.05,4797.13,142638.92,211.3556777,1
59,2016/2017,Ponta Grossa,PR,1021,South,FLUO-2,3.75,0.25,4488.05,4745.44,142638.92,195.2270331,1
59,2016/2017,Ponta Grossa,PR,1021,South,FLUZ-2,3.75,1.75,4488.05,4661.71,142638.92,267.2729127,1
59,2016/2017,Ponta Grossa,PR,1021,South,PROCY-2,3.75,1,4488.05,4808.79,142638.92,623.5085292,1
60,2016/2017,Pitanga,PR,952,South,AACHECK-0,46.5,46.5,3484.49,3484.49,60015.54,139.1139394,1
60,2016/2017,Pitanga,PR,952,South,DIMO+BOSC-2,46.5,11.75,3484.49,4384.74,60015.54,296.7215474,1
60,2016/2017,Pitanga,PR,952,South,FLUO-2,46.5,7.25,3484.49,4550.06,60015.54,250.0672788,1
60,2016/2017,Pitanga,PR,952,South,FLUZ-2,46.5,17.25,3484.49,3993.75,60015.54,257.6602223,1
60,2016/2017,Pitanga,PR,952,South,PROCY-2,46.5,14.13,3484.49,4187.4,60015.54,249.3528359,1
61,2016/2017,Silvânia,GO,1050,North,AACHECK-0,53.44,53.44,2098.05,2098.05,24159.54,259.2911041,1
61,2016/2017,Silvânia,GO,1050,North,DIMO+BOSC-2,53.44,17.81,2098.05,3693.35,24159.54,81.7430731,1
61,2016/2017,Silvânia,GO,1050,North,FLUO-2,53.44,21.88,2098.05,3508.7,24159.54,107.6600204,1
61,2016/2017,Silvânia,GO,1050,North,FLUZ-2,53.44,20.94,2098.05,3621.3,24159.54,295.4110131,1
61,2016/2017,Silvânia,GO,1050,North,PROCY-2,53.44,22.66,2098.05,3363.93,24159.54,130.2272272,1
62,2016/2017,Uberlândia,MG,863,North,AACHECK-0,23.75,23.75,3220,3220,16247.86,56.56854249,1
62,2016/2017,Uberlândia,MG,863,North,DIMO+BOSC-2,23.75,2.25,3220,4070,16247.86,123.5583533,1
62,2016/2017,Uberlândia,MG,863,North,FLUO-2,23.75,2.5,3220,4095,16247.86,98.8264472,1
62,2016/2017,Uberlândia,MG,863,North,FLUZ-2,23.75,5.5,3220,4087.5,16247.86,131.497782,1
62,2016/2017,Uberlândia,MG,863,North,PROCY-2,23.75,4.88,3220,3950,16247.86,147.8416141,1
63,2016/2017,Montividiu,GO,921,North,AACHECK-0,82,82,2855.72,2855.72,141349.33,381.0294754,1
63,2016/2017,Montividiu,GO,921,North,DIMO+BOSC-2,82,20,2855.72,4257.59,141349.33,527.8271066,1
63,2016/2017,Montividiu,GO,921,North,FLUO-2,82,23.75,2855.72,4033.94,141349.33,344.1058675,1
63,2016/2017,Montividiu,GO,921,North,FLUZ-2,82,23.75,2855.72,4305.23,141349.33,338.2414626,1
63,2016/2017,Montividiu,GO,921,North,PROCY-2,82,26.63,2855.72,4075.86,141349.33,318.2367657,1
64,2016/2017,Chapadão do Sul,MS,813,North,AACHECK-0,54.08,54.08,3893.44,3893.44,57527.34,381.5320255,2
64,2016/2017,Chapadão do Sul,MS,813,North,DIMO+BOSC-2,54.08,3.75,3893.44,4274.4,57527.34,125.3255905,2
64,2016/2017,Chapadão do Sul,MS,813,North,FLUO-2,54.08,16.25,3893.44,4303.36,57527.34,224.7765208,2
64,2016/2017,Chapadão do Sul,MS,813,North,FLUZ-2,54.08,17.5,3893.44,3947.99,57527.34,180.6484106,2
65,2016/2017,Palmeira,PR,865,South,AACHECK-0,14.69,14.69,3014.52,3014.52,18324,114.012866,1
65,2016/2017,Palmeira,PR,865,South,DIMO+BOSC-2,14.69,3.13,3014.52,3135.09,18324,176.9155135,1
65,2016/2017,Palmeira,PR,865,South,FLUO-2,14.69,2.81,3014.52,3137.8,18324,94.83945506,1
65,2016/2017,Palmeira,PR,865,South,FLUZ-2,14.69,3.44,3014.52,3006.72,18324,184.9884482,1
65,2016/2017,Palmeira,PR,865,South,PROCY-2,14.69,4.69,3014.52,3069.78,18324,152.1678068,1
66,2016/2017,Mauá da Serra,PR,909,South,AACHECK-0,11.88,11.88,3555.59,3555.59,81653.48,222.3983195,1
66,2016/2017,Mauá da Serra,PR,909,South,DIMO+BOSC-2,11.88,0.63,3555.59,4428.08,81653.48,268.1980771,1
66,2016/2017,Mauá da Serra,PR,909,South,FLUO-2,11.88,2.81,3555.59,4227.81,81653.48,334.1678552,1
66,2016/2017,Mauá da Serra,PR,909,South,FLUZ-2,11.88,2.82,3555.59,4062.14,81653.48,518.9756121,1
66,2016/2017,Mauá da Serra,PR,909,South,PROCY-2,11.88,1.88,3555.59,4146.24,81653.48,250.2926171,1
